PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Has_Cabin
135,False,2,"Sobey, Mr. Samuel James Hayden",male,25.0,0,0,C.A. 29178,13.0,S,0
136,False,2,"Richard, Mr. Emile",male,23.0,0,0,SC/PARIS 2133,15.0458,C,0
137,True,1,"Newsom, Miss. Helen Monypeny",female,19.0,0,2,11752,26.2833,S,1
138,False,1,"Futrelle, Mr. Jacques Heath",male,37.0,1,0,113803,53.1,S,1
139,False,3,"Osen, Mr. Olaf Elon",male,16.0,0,0,7534,9.2167,S,0
140,False,1,"Giglio, Mr. Victor",male,24.0,0,0,PC 17593,79.2,C,1
141,False,3,"Boulos, Mrs. Joseph (Sultana)",female,21.0,0,2,2678,15.2458,C,0
142,True,3,"Nysten, Miss. Anna Sofia",female,22.0,0,0,347081,7.75,S,0
143,True,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1,0,STON/O2. 3101279,15.85,S,0
144,False,3,"Burke, Mr. Jeremiah",male,19.0,0,0,365222,6.75,Q,0
145,False,2,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,231945,11.5,S,0
146,False,2,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,C.A. 33112,36.75,S,0
147,True,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,350043,7.7958,S,0
148,False,3,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,2,2,W./C. 6608,34.375,S,0
149,False,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,230080,26.0,S,1
150,False,2,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,244310,13.0,S,0
151,False,2,"Bateman, Rev. Robert James",male,51.0,0,0,S.O.P. 1166,12.525,S,0
152,True,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1,0,113776,66.6,S,1
153,False,3,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,S,0
154,False,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,A/5. 851,14.5,S,0
155,False,3,"Olsen, Mr. Ole Martin",male,25.5,0,0,Fa 265302,7.3125,S,0
156,False,1,"Williams, Mr. Charles Duane",male,51.0,0,1,PC 17597,61.3792,C,0
157,True,3,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,35851,7.7333,Q,0
158,False,3,"Corn, Mr. Harry",male,30.0,0,0,SOTON/OQ 392090,8.05,S,0
159,False,3,"Smiljanic, Mr. Mile",male,28.0,0,0,315037,8.6625,S,0
160,False,3,"Sage, Master. Thomas Henry",male,25.5,8,2,CA. 2343,69.55,S,0
161,False,3,"Cribb, Mr. John Hatfield",male,44.0,0,1,371362,16.1,S,0
162,True,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0,0,C.A. 33595,15.75,S,0
163,False,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,347068,7.775,S,0
164,False,3,"Calic, Mr. Jovo",male,17.0,0,0,315093,8.6625,S,0
165,False,3,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,S,0
166,True,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,363291,20.525,S,0
167,True,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,36.0,0,1,113505,55.0,S,1
168,False,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088,27.9,S,0
169,False,1,"Baumann, Mr. John D",male,40.0,0,0,PC 17318,25.925,S,0
170,False,3,"Ling, Mr. Lee",male,28.0,0,0,1601,56.4958,S,0
171,False,1,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,111240,33.5,S,1
172,False,3,"Rice, Master. Arthur",male,4.0,4,1,382652,29.125,Q,0
173,True,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742,11.1333,S,0
174,False,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,STON/O 2. 3101280,7.925,S,0
175,False,1,"Smith, Mr. James Clinch",male,56.0,0,0,17764,30.6958,C,1
176,False,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,350404,7.8542,S,0
177,False,3,"Lefebre, Master. Henry Forbes",male,25.0,3,1,4133,25.4667,S,0
178,False,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,PC 17595,28.7125,C,1
179,False,2,"Hale, Mr. Reginald",male,30.0,0,0,250653,13.0,S,0
180,False,3,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,0.0,S,0
181,False,3,"Sage, Miss. Constance Gladys",female,25.0,8,2,CA. 2343,69.55,S,0
182,False,2,"Pernot, Mr. Rene",male,29.0,0,0,SC/PARIS 2131,15.05,C,0
183,False,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,S,0
184,True,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,S,1
185,True,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153,22.025,S,0
186,False,1,"Rood, Mr. Hugh Roscoe",male,47.5,0,0,113767,50.0,S,1
187,True,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,21.0,1,0,370365,15.5,Q,0
188,True,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428,26.55,S,0
189,False,3,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,Q,0
190,False,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,S,0
191,True,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,S,0
192,False,2,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,S,0
193,True,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,S,0
194,True,2,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,S,1
195,True,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,C,1
196,True,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,146.5208,C,1
197,False,3,"Mernagh, Mr. Robert",male,25.0,0,0,368703,7.75,Q,0
198,False,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579,8.4042,S,0
199,True,3,"Madigan, Miss. Margaret ""Maggie""",female,21.0,0,0,370370,7.75,Q,0
200,False,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,S,0
201,False,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,S,0
202,False,3,"Sage, Mr. Frederick",male,25.5,8,2,CA. 2343,69.55,S,0
203,False,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,6.4958,S,0
204,False,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,C,0
205,True,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,S,0
206,False,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,S,1
207,False,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,S,0
208,True,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,C,0
209,True,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,Q,0
210,True,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,C,1
211,False,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,S,0
212,True,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,S,0
213,False,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,S,0
214,False,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,S,0
215,False,3,"Kiernan, Mr. Philip",male,25.0,1,0,367229,7.75,Q,0
216,True,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,C,1
217,True,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,S,0
218,False,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,S,0
219,True,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,C,1
220,False,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,S,0
221,True,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,S,0
222,False,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,S,0
223,False,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,S,0
224,False,3,"Nenkoff, Mr. Christo",male,25.5,0,0,349234,7.8958,S,0
225,True,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,S,1
226,False,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,S,0
227,True,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,S,0
228,False,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,S,0
229,False,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,S,0
230,False,3,"Lefebre, Miss. Mathilde",female,21.0,3,1,4133,25.4667,S,0
231,True,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,S,1
232,False,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.78,S,0
233,False,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,S,0
234,True,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,S,0
235,False,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,S,0
236,False,3,"Harknett, Miss. Alice Phoebe",female,21.0,0,0,W./C. 6609,7.55,S,0
237,False,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,S,0
238,True,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,S,0
239,False,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,S,0
240,False,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.28,S,0
241,False,3,"Zabour, Miss. Thamine",female,21.0,1,0,2665,14.4542,C,0
242,True,3,"Murphy, Miss. Katherine ""Kate""",female,25.0,1,0,367230,15.5,Q,0
243,False,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,S,0
244,False,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.12,S,0
245,False,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,C,0
246,False,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,Q,1
247,False,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,S,0
248,True,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,S,0
249,True,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,S,1
250,False,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,S,0
251,False,3,"Reed, Mr. James George",male,28.0,0,0,362316,7.25,S,0
252,False,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,S,1
253,False,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,S,1
254,False,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,S,0
255,False,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,S,0
256,True,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,C,0
257,True,1,"Thorne, Mrs. Gertrude Maybelle",female,36.0,0,0,PC 17585,79.2,C,0
258,True,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,S,1
259,True,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,C,0
260,True,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,S,0
261,False,3,"Smith, Mr. Thomas",male,25.0,0,0,384461,7.75,Q,0
262,True,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,S,0
263,False,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,S,1
264,False,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,S,1
265,False,3,"Henry, Miss. Delia",female,21.0,0,0,382649,7.75,Q,0
266,False,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,S,0
267,False,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,S,0
268,True,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,S,0
269,True,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,S,1
270,True,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,S,1
271,False,1,"Cairns, Mr. Alexander",male,40.0,0,0,113798,31.0,S,0
272,True,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,S,0
273,True,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,S,0
274,False,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C,1
275,True,3,"Healy, Miss. Hanora ""Nora""",female,21.0,0,0,370375,7.75,Q,0
276,True,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,S,1
277,False,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,S,0
278,False,2,"Parkes, Mr. Francis ""Frank""",male,30.0,0,0,239853,0.0,S,0
279,False,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,Q,0
280,True,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,S,0
281,False,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,Q,0
282,False,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,S,0
283,False,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,S,0
284,True,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,S,0
285,False,1,"Smith, Mr. Richard William",male,40.0,0,0,113056,26.0,S,1
286,False,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,C,0
287,True,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,S,0
288,False,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.9,S,0
289,True,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,S,0
290,True,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,Q,0
291,True,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,S,0
